ticket_id,showtime_id,customer_id,seat_number,seat_type,final_price
894,48,16,K10,VIP,200
895,72,182,D3,Normal,200
896,59,73,B11,Normal,350
897,87,129,H7,Normal,300
898,93,42,J2,Honeymoon,200
899,82,147,A12,Honeymoon,200
900,95,162,K14,Normal,160
901,94,80,C12,Normal,240
902,39,104,E1,Honeymoon,350
903,99,183,D13,Honeymoon,200
904,18,146,C4,Normal,300
905,59,34,A7,VIP,300
906,17,89,H4,Honeymoon,300
907,14,125,C5,Normal,160
908,31,45,A15,Honeymoon,300
909,24,134,B10,Normal,160
910,99,21,D14,Normal,350
911,60,122,F4,Normal,300
912,45,70,F11,Honeymoon,240
913,98,96,J14,VIP,200
914,3,105,F13,Normal,350
915,37,48,K14,Normal,240
916,43,39,E11,Normal,350
917,40,31,J1,Honeymoon,300
918,90,10,G3,Honeymoon,350
919,55,30,G6,Normal,350
920,87,18,C2,Normal,350
921,39,188,D8,Normal,160
922,15,88,D14,Normal,240
923,4,125,E9,Normal,300
924,93,73,J12,Honeymoon,200
925,86,15,F11,Normal,300
926,25,4,B3,Normal,300
927,13,191,F6,Normal,160
928,82,168,H9,Normal,160
929,33,9,B9,Normal,350
930,16,109,E6,Normal,300
931,42,137,K6,Normal,240
932,66,154,E2,Honeymoon,160
933,55,132,D9,Normal,160
934,99,16,K8,Honeymoon,240
935,42,143,J11,Normal,160
936,34,99,C7,Normal,240
937,30,121,C7,Normal,200
938,13,52,J11,VIP,240
939,13,69,C5,Normal,200
940,18,5,J4,Normal,350
941,32,20,B3,VIP,350
942,96,79,J2,Normal,160
943,99,146,D3,Honeymoon,240
944,39,111,B2,Normal,160
945,46,2,J15,Normal,240
946,29,93,D12,Normal,160
947,62,13,A8,VIP,350
948,93,4,J8,Normal,350
949,62,170,H12,Normal,160
950,57,109,D11,Normal,240
951,16,74,J6,Normal,300
952,56,189,D14,Honeymoon,240
953,10,95,D13,Normal,160
954,30,105,K5,Normal,240
955,25,8,H3,Normal,200
956,84,67,E14,Normal,240
957,5,191,K13,Normal,350
958,65,110,G11,Normal,350
959,94,9,D3,Honeymoon,200
960,49,117,E11,VIP,240
961,3,11,H11,Normal,300
962,45,99,J2,Honeymoon,240
963,14,42,F3,Normal,350
964,30,141,B14,Normal,350
965,68,164,G3,Normal,160
966,18,120,E13,Normal,350
967,62,141,G10,Normal,160
968,37,12,E14,Honeymoon,350
969,25,37,G5,VIP,350
970,48,74,B2,Normal,300
971,65,73,K2,Normal,160
972,53,52,G7,VIP,160
973,79,199,A9,Normal,350
974,73,130,J15,Normal,160
975,15,56,K9,Normal,350
976,49,60,B4,Normal,350
977,88,23,J14,Normal,240
978,68,103,H9,Honeymoon,160
979,12,40,K4,Honeymoon,200
980,59,64,J5,Normal,160
981,37,85,E1,Honeymoon,160
982,61,151,C12,Normal,300
983,43,157,A13,Normal,200
984,70,179,K5,Honeymoon,200
985,39,197,F10,Normal,300
986,56,89,B5,Normal,300
987,63,31,D5,Normal,160
988,46,178,G2,VIP,240
989,88,20,F13,Honeymoon,300
990,11,183,E9,Honeymoon,200
991,62,130,C7,Normal,200
992,77,153,K5,Honeymoon,160
993,98,13,G9,Normal,240
994,25,122,J5,VIP,350
995,71,103,D9,Normal,300
996,52,106,J10,Normal,300
997,4,119,C11,Normal,160
998,59,70,C15,Honeymoon,240
999,72,195,G13,Honeymoon,200
1000,20,186,H1,Normal,200
1001,93,99,K2,Normal,350
1002,63,82,J8,Honeymoon,200
1003,54,75,F11,Normal,300
1004,74,118,D2,Honeymoon,350
1005,98,84,A5,VIP,240
1006,57,192,A1,Normal,350
1007,90,69,C14,Normal,240
1008,41,59,K15,Normal,200
1009,3,188,C8,Normal,160
1010,6,126,B4,Normal,350
1011,5,111,H10,Honeymoon,350
1012,5,62,F12,Normal,300
1013,54,144,J3,Normal,300
1014,47,128,F7,Normal,240
1015,87,105,K6,Normal,160
1016,49,68,D13,VIP,300
1017,9,15,K11,Normal,300
1018,99,183,E7,Normal,200
1019,20,35,J2,VIP,200
1020,61,183,F12,Normal,300
1021,35,14,J11,Normal,240
1022,50,177,D10,Normal,160
1023,82,102,F14,Honeymoon,300
1024,62,100,D13,Normal,240
1025,17,7,E3,VIP,240
1026,88,30,G1,Honeymoon,300
1027,3,49,D7,Normal,240
1028,32,144,J6,Normal,350
1029,99,111,B9,Normal,240
1030,13,179,E12,Normal,300
1031,89,72,A9,Honeymoon,240
1032,73,80,H5,Normal,300
1033,68,83,G4,Normal,200
1034,14,42,H12,Honeymoon,300
1035,98,17,F8,Normal,240
1036,11,191,F5,Normal,300
1037,56,173,K14,Normal,160
1038,67,7,G10,Normal,300
1039,92,155,C10,VIP,300
1040,29,10,G13,Normal,160
1041,9,34,E2,Normal,160
1042,67,36,E9,Normal,160
1043,25,153,K7,Normal,350
1044,98,6,H4,Normal,300
1045,76,152,A4,Normal,160
1046,42,146,E12,VIP,160
1047,9,134,B2,Honeymoon,200
1048,79,29,H9,Normal,350
1049,40,126,F10,Normal,300
1050,25,153,D12,Normal,240
1051,5,183,H2,Normal,350
1052,11,81,D3,Normal,350
1053,59,174,H12,Normal,200
1054,98,152,C1,Normal,300
1055,88,75,H7,Normal,300
1056,79,26,D2,Honeymoon,160
1057,38,127,J14,Normal,160
1058,72,115,H3,Honeymoon,350
1059,5,126,E12,Normal,200
1060,48,28,E11,Normal,300
1061,90,131,H3,Honeymoon,200
1062,18,75,D8,Normal,240
1063,70,166,K7,VIP,300
1064,37,189,B1,Normal,160
1065,60,78,H11,Normal,350
1066,48,179,E13,Normal,200
1067,77,90,E14,Normal,160
1068,28,176,F6,Honeymoon,350
1069,69,21,A12,Honeymoon,160
1070,77,54,J8,Honeymoon,300
1071,81,184,E10,Normal,200
1072,40,103,K12,Normal,240
1073,45,59,C11,Normal,160
1074,96,72,D14,Normal,200
1075,62,179,F14,VIP,300
1076,93,20,B9,Normal,160
1077,58,112,K9,Normal,300
1078,67,59,F5,Normal,240
1079,56,71,J14,Honeymoon,240
1080,40,137,J12,VIP,350
1081,98,109,G2,Normal,350
1082,40,129,G2,Normal,350
1083,91,157,F6,Normal,300
1084,77,191,K7,Normal,350
1085,33,200,E11,VIP,200
1086,6,56,E5,Normal,300
1087,88,196,D7,Normal,300
1088,19,35,B15,Normal,350
1089,80,123,G9,Normal,350
1090,40,131,G8,Honeymoon,300
1091,92,104,C12,Normal,240
1092,97,7,K4,Normal,240
1093,59,27,B12,VIP,350
1094,59,1,E12,Normal,240
1095,48,199,B3,Honeymoon,200
1096,41,172,F2,Normal,200
1097,13,87,C15,Normal,200
1098,45,41,H10,Normal,300
1099,89,123,F12,Normal,300
1100,53,75,K5,Normal,300
1101,42,42,G2,Normal,300
1102,100,117,B7,Normal,300
1103,63,161,G2,Normal,350
1104,27,178,F2,Normal,240
1105,38,63,B10,VIP,350
1106,60,165,H3,Normal,240
1107,7,187,J15,Normal,350
1108,5,127,H4,Honeymoon,200
1109,45,176,J14,Normal,160
1110,58,133,B9,Normal,300
1111,31,48,B4,Normal,160
1112,23,3,F8,Normal,160
1113,42,116,H10,Normal,200
1114,10,175,A9,VIP,160
1115,32,190,H7,Honeymoon,160
1116,53,99,G12,Normal,200
1117,30,116,D3,Normal,240
1118,39,14,E9,Normal,350
1119,31,191,H14,Honeymoon,160
1120,82,112,C15,Normal,300
1121,100,61,J5,Normal,200
1122,2,159,A14,Normal,160
1123,78,95,J14,Normal,240
1124,77,17,J15,Normal,240
1125,93,124,C7,Normal,300
1126,12,24,D8,Honeymoon,160
1127,39,116,B3,Normal,300
1128,66,151,C8,Normal,240
1129,96,82,J9,Honeymoon,240
1130,13,50,C14,Normal,350
1131,46,79,D2,Normal,240
1132,27,79,C5,Normal,200
1133,17,70,D15,Normal,350
1134,95,27,F15,Normal,300
1135,98,15,D7,Honeymoon,240
1136,60,50,A8,VIP,200
1137,64,36,H2,Normal,350
1138,88,8,J11,Normal,200
1139,35,79,K7,Normal,350
1140,70,131,G6,Normal,350
1141,83,190,B11,Normal,350
1142,30,47,H6,Normal,300
1143,71,105,J3,Normal,350
1144,74,98,D6,Normal,350
1145,96,96,J3,Normal,200
1146,98,189,A5,Normal,350
1147,63,160,F2,Normal,300
1148,28,116,A1,VIP,200
1149,60,13,A11,Normal,350
1150,79,1,A8,Honeymoon,200
1151,94,34,C2,Honeymoon,300
1152,37,190,B13,Honeymoon,200
1153,93,79,J11,Normal,300
1154,22,78,J8,VIP,240
1155,68,121,E2,Normal,350
1156,20,93,B12,Normal,300
1157,96,98,C15,Normal,350
1158,100,82,G15,Normal,300
1159,68,199,G2,Normal,160
1160,91,159,B10,Normal,160
1161,64,192,C14,Normal,160
1162,17,153,K7,Normal,300
1163,12,38,K1,Normal,350
1164,22,14,K7,Normal,160
1165,17,136,F5,VIP,350
1166,10,91,F7,Normal,300
1167,65,54,J15,Normal,350
1168,22,130,F13,VIP,350
1169,90,101,J7,Normal,160
1170,82,89,D10,Normal,200
1171,50,56,K6,Honeymoon,240
1172,14,94,D11,VIP,300
1173,64,93,A15,Normal,300
1174,47,84,D13,Normal,300
1175,29,85,F13,VIP,240
1176,76,189,G7,Normal,200
1177,36,22,K9,Normal,350
1178,99,35,A8,Normal,300
1179,52,16,C10,Normal,350
1180,76,50,A14,Honeymoon,160
1181,7,122,D8,Honeymoon,160
1182,29,128,J7,Honeymoon,160
1183,11,113,F5,Normal,300
1184,33,171,H10,Normal,240
1185,6,17,J14,Honeymoon,300
1186,79,80,D10,Normal,160
1187,32,186,C14,VIP,160
1188,51,130,B3,Honeymoon,300
1189,75,132,B1,Normal,240
1190,58,85,A12,Normal,240
1191,87,167,K13,Normal,350
1192,26,94,C15,VIP,200
1193,98,134,G3,Normal,160
1194,46,81,B7,Honeymoon,240
1195,98,69,G7,Normal,160
1196,29,69,D2,Normal,200
1197,4,148,B14,Normal,160
1198,81,192,C15,Normal,240
1199,99,16,F2,Honeymoon,350
1200,13,51,A9,Normal,300
1201,39,105,B9,Normal,300
1202,15,165,A15,Honeymoon,240
1203,29,197,A13,Normal,240
1204,29,170,G1,Normal,200
1205,75,185,G11,Normal,160
1206,32,66,E11,Normal,200
1207,2,9,J2,Normal,300
1208,47,107,F1,Honeymoon,160
1209,78,100,H11,Normal,200
1210,84,86,E1,Normal,300
1211,22,64,J6,Normal,160
1212,75,22,A1,Normal,350
1213,27,162,E8,Normal,350
1214,67,183,F13,Normal,200
1215,81,157,B6,Honeymoon,240
1216,56,166,J15,Normal,160
1217,92,110,A3,Normal,200
1218,93,97,D6,Normal,240
1219,21,18,F4,VIP,240
1220,47,71,G5,Normal,160
1221,80,193,J3,Normal,160
1222,59,127,A6,Normal,240
1223,84,97,B2,Normal,300
1224,6,1,H12,Normal,200
1225,19,132,D15,Honeymoon,160
1226,57,4,K15,Normal,240
1227,69,125,J5,Normal,300
1228,3,82,F6,Normal,350
1229,1,27,F10,Normal,240
1230,58,171,D6,Normal,300
1231,38,59,K4,Honeymoon,350
1232,15,32,E11,VIP,300
1233,34,161,C9,Honeymoon,160
1234,61,28,E9,VIP,240
1235,35,106,D3,Normal,350
1236,64,105,J5,Normal,300
1237,25,183,D12,Normal,350
1238,24,188,B6,Normal,200
1239,12,70,F7,Honeymoon,240
1240,18,62,G9,VIP,160
1241,15,34,K13,Honeymoon,350
1242,80,87,A15,Normal,300
1243,27,114,E9,Normal,350
1244,72,106,F1,Normal,300
1245,60,56,E2,Normal,350
1246,46,113,H14,Normal,160
1247,89,13,C7,Normal,160
1248,17,184,J14,VIP,240
1249,93,18,B11,Honeymoon,160
1250,53,182,A8,Normal,350
1251,8,113,A4,Normal,350
1252,79,171,B6,Normal,160
1253,27,39,K14,Normal,200
1254,46,189,B10,Honeymoon,350
1255,50,170,K8,Normal,240
1256,71,79,C13,Normal,200
1257,3,146,C7,Normal,160
1258,93,151,C12,Normal,300
1259,64,182,G2,Honeymoon,350
1260,44,30,E1,Normal,300
1261,53,98,K7,Honeymoon,240
1262,24,58,E8,Normal,200
1263,60,196,D8,Honeymoon,300
1264,3,67,F9,Normal,240
1265,20,71,C4,Normal,300
1266,46,146,F1,Normal,300
1267,15,106,G7,Normal,240
1268,25,7,K13,Honeymoon,350
1269,94,40,B15,Normal,300
1270,78,70,F13,Honeymoon,240
1271,71,193,A7,Normal,300
1272,17,68,C6,Honeymoon,350
1273,84,49,C8,Normal,240
1274,100,52,D7,Honeymoon,300
1275,9,114,K8,VIP,160
1276,38,107,K5,Normal,350
1277,48,29,K8,Normal,300
1278,60,149,G3,Normal,200
1279,63,78,H2,Normal,240
1280,86,9,J6,Normal,300
1281,2,175,D4,Normal,350
1282,88,76,B6,Honeymoon,350
1283,72,42,A15,Honeymoon,200
1284,11,179,A14,Honeymoon,200
1285,64,184,C12,Normal,300
1286,77,179,A15,Honeymoon,160
1287,81,198,E3,Normal,350
1288,72,128,B12,Normal,160
1289,21,20,G3,Normal,160
1290,18,155,G15,VIP,300
1291,94,166,D8,Honeymoon,240
1292,64,72,D7,Normal,240
1293,82,65,E3,Honeymoon,240
1294,95,182,D12,Normal,200
1295,38,113,H15,Honeymoon,350
1296,32,24,D7,Normal,200
1297,11,128,H2,Normal,350
1298,45,175,C13,Normal,350
1299,89,199,J15,Normal,350
1300,33,83,H12,Normal,300
1301,41,63,A4,Normal,240
1302,8,185,J13,Normal,200
1303,11,183,F5,Honeymoon,200
1304,86,60,C11,Honeymoon,300
1305,51,99,J12,Normal,350
1306,88,62,A2,VIP,240
1307,41,30,K14,Normal,160
1308,17,22,C13,Honeymoon,160
1309,76,126,F7,Normal,300
1310,46,157,H3,Normal,240
1311,32,169,K2,Normal,160
1312,79,42,B11,Honeymoon,160
1313,80,98,F7,Normal,200
1314,54,193,F8,Honeymoon,240
1315,86,31,J11,Normal,160
1316,92,158,E13,Normal,200
1317,20,112,G10,Normal,240
1318,33,146,D4,Honeymoon,350
1319,74,122,K10,Normal,240
1320,40,17,E3,Honeymoon,300
1321,32,38,D10,Normal,200
1322,97,142,C4,Honeymoon,350
1323,2,110,G15,Normal,200
1324,97,184,G15,Normal,200
1325,33,22,E9,Normal,160
1326,77,195,A15,Normal,240
1327,30,56,A3,Normal,200
1328,33,119,A3,VIP,200
1329,77,147,G12,Normal,300
1330,26,57,A4,Normal,300
1331,22,172,F13,Normal,300
1332,66,35,C15,Normal,200
1333,38,114,C15,Normal,350
1334,90,125,E15,Normal,240
1335,46,129,A9,Honeymoon,200
1336,15,52,K10,Normal,160
1337,98,85,H13,Honeymoon,350
1338,44,198,E5,Normal,350
1339,49,165,J11,Normal,240
1340,75,65,B11,Normal,350
1341,61,179,B11,Honeymoon,240
1342,67,129,B8,Normal,350
1343,6,21,B15,Honeymoon,240
1344,9,181,A10,Normal,300
1345,6,16,E12,Honeymoon,300
1346,73,123,E4,Normal,350
1347,95,61,K15,Normal,350
1348,32,54,K8,Normal,240
1349,41,168,J3,Normal,240
1350,76,26,G15,Normal,200
1351,8,80,E14,Normal,300
1352,72,65,K13,Honeymoon,200
1353,50,100,G15,Normal,200
1354,92,74,D2,Normal,160
1355,62,192,F12,Normal,240
1356,84,171,D8,Normal,160
1357,62,17,J9,Normal,160
1358,7,121,A2,Normal,200
1359,75,187,D13,Honeymoon,160
1360,84,23,K12,Normal,240
1361,80,135,E12,Normal,200
1362,4,172,K5,Normal,240
1363,6,181,B12,Normal,350
1364,58,71,B14,Normal,160
1365,22,108,A15,Normal,200
1366,26,79,J9,Normal,300
1367,3,162,D15,Normal,240
1368,41,46,H2,VIP,160
1369,60,196,A3,Normal,240
1370,14,78,H10,Normal,240
1371,75,16,K11,Normal,350
1372,82,71,D7,Normal,240
1373,12,96,D15,Honeymoon,350
1374,87,147,C4,Normal,350
1375,12,2,G6,Normal,350
1376,13,10,F14,Honeymoon,160
1377,25,178,D15,Normal,240
1378,45,125,B4,VIP,240
1379,19,81,H6,Honeymoon,350
1380,55,140,B7,Normal,240
1381,100,70,J8,Normal,240
1382,45,150,C5,Normal,350
1383,8,32,H2,Normal,300
1384,93,105,J8,Normal,300
1385,53,84,F8,Normal,350
1386,55,129,K3,VIP,160
1387,32,182,K8,Normal,240
1388,51,58,K4,Normal,240
1389,44,198,H6,Normal,300
1390,82,146,F15,Honeymoon,350
1391,70,134,B9,Normal,160
1392,18,45,F2,Normal,350
1393,83,97,G11,Honeymoon,300
1394,22,23,J12,Honeymoon,300
1395,37,23,A13,VIP,240
1396,96,154,G8,Honeymoon,200
1397,56,135,H15,Normal,160
1398,59,79,C7,Normal,160
1399,3,44,D3,Normal,200
1400,28,27,A1,Normal,300
1401,74,26,D15,Normal,350
1402,35,97,K5,Normal,160
1403,61,36,K14,VIP,200
1404,93,109,K4,Normal,240
1405,54,55,C14,Normal,240
1406,63,192,H10,Normal,300
1407,79,185,H3,Honeymoon,160
1408,97,69,C14,Normal,350
1409,7,61,F3,Normal,160
1410,76,130,B10,Normal,240
1411,49,55,J12,Normal,160
1412,94,122,H11,Normal,240
1413,85,97,H14,VIP,200
1414,31,80,K9,VIP,200
1415,58,87,A10,VIP,240
1416,61,38,H4,Normal,350
1417,24,119,C5,VIP,350
1418,20,78,J14,VIP,160
1419,37,157,B4,VIP,240
1420,4,154,A8,Normal,300
1421,92,35,A10,Honeymoon,350
1422,20,79,B14,Normal,350
1423,60,67,A15,Honeymoon,200
1424,24,87,F12,Normal,350
1425,50,157,B8,Normal,350
1426,49,34,D1,VIP,350
1427,51,97,B13,Normal,240
1428,96,169,B11,Normal,240
1429,36,169,A10,VIP,200
1430,98,151,A4,VIP,160
1431,100,71,D10,Normal,350
1432,66,3,E6,Honeymoon,160
1433,79,58,E7,Normal,240
1434,34,32,J15,Normal,350
1435,36,31,D10,Normal,160
1436,6,82,C1,Normal,160
1437,39,43,E14,Normal,300
1438,42,135,B4,Normal,240
1439,58,105,F6,VIP,200
1440,12,1,K12,Normal,200
1441,3,61,F12,Honeymoon,300
1442,18,14,B5,Honeymoon,160
1443,40,180,A13,Normal,300
1444,21,6,F2,VIP,300
1445,15,103,C13,Honeymoon,240
1446,97,10,K4,Normal,350
1447,99,71,K8,Normal,160
1448,26,90,K10,Honeymoon,200
1449,8,158,D5,Honeymoon,200
1450,100,149,B13,Honeymoon,300
1451,94,126,A4,Normal,300
1452,87,188,B7,Normal,300
1453,42,97,H14,Normal,160
1454,44,74,G11,Normal,300
1455,14,115,C9,Normal,300
1456,78,191,C4,Normal,350
1457,2,170,G7,Normal,160
1458,37,51,C14,Honeymoon,240
1459,69,192,C10,Normal,240
1460,38,56,G7,Normal,350
1461,41,41,K5,Honeymoon,200
1462,62,32,J10,VIP,240
1463,60,15,E14,Normal,160
1464,14,62,F11,Normal,200
1465,89,155,F15,VIP,300
1466,84,28,E7,Normal,160
1467,2,64,F1,Honeymoon,200
1468,70,187,G2,Normal,240
1469,17,186,A10,Normal,300
1470,89,130,F11,Normal,300
1471,28,127,G12,Normal,160
1472,66,36,H3,Normal,300
1473,35,114,G1,Normal,200
1474,5,199,F4,VIP,350
1475,65,13,F11,Normal,240
1476,40,15,H2,Normal,160
1477,76,89,G11,Honeymoon,350
1478,56,188,H3,Normal,350
1479,36,22,D15,Honeymoon,160
1480,45,191,D3,VIP,200
1481,23,74,H12,Normal,240
1482,47,25,H1,Normal,160
1483,31,101,K12,VIP,350
1484,11,176,C3,Normal,350
1485,10,171,C14,Normal,160
1486,67,117,H7,VIP,350
1487,14,166,F14,Honeymoon,160
1488,80,41,C6,VIP,160
1489,74,173,F6,Normal,240
1490,93,88,F13,Normal,160
1491,10,168,K14,Normal,350
1492,76,110,J10,Normal,300
1493,94,120,C1,Normal,240
1494,1,97,H3,Normal,350
1495,5,145,B15,Normal,350
1496,20,57,A12,Normal,240
1497,8,130,D6,Normal,240
1498,43,96,J1,Normal,350
1499,76,121,K4,VIP,300
1500,1,62,A13,Normal,200
1501,57,137,G1,Honeymoon,350
1502,64,68,E14,Honeymoon,240
1503,84,81,B5,Normal,160
1504,28,17,E12,Normal,160
1505,37,117,E13,Normal,240
1506,47,50,E11,Honeymoon,240
1507,76,112,F3,Normal,200
1508,37,94,B13,Honeymoon,240
1509,49,168,J10,VIP,160
1510,44,186,J1,VIP,300
1511,56,85,C13,Normal,240
1512,28,149,A8,Honeymoon,200
1513,79,146,A13,VIP,300
1514,6,183,H6,Normal,200
1515,61,157,C5,Normal,300
1516,20,152,B8,Normal,240
1517,78,74,D1,Normal,160
1518,2,109,A15,Honeymoon,300
1519,73,145,J10,Normal,350
1520,37,18,E1,Honeymoon,200
1521,20,42,H10,Honeymoon,300
1522,26,101,E4,Normal,200
1523,29,45,D7,Normal,160
1524,1,82,E9,Normal,200
1525,35,17,E7,Honeymoon,200
1526,70,73,F8,Normal,350
1527,59,14,A2,Normal,200
1528,69,177,F3,Normal,300
1529,33,157,B13,VIP,200
1530,51,132,D9,VIP,240
1531,78,82,E7,Normal,200
1532,12,148,G12,Normal,240
1533,20,120,H15,Honeymoon,200
1534,53,120,D3,Normal,200
1535,88,47,D2,Normal,300
1536,43,107,B6,Normal,240
1537,98,108,G2,Normal,240
1538,89,9,J1,Normal,350
1539,50,79,H11,Normal,200
1540,29,155,K15,Normal,200
1541,57,15,K14,Normal,300
1542,39,19,A1,Normal,350
1543,95,90,F2,Normal,350
1544,56,180,F10,Normal,300
1545,43,26,D1,Normal,240
1546,50,154,K2,VIP,160
1547,23,154,K10,Normal,300
1548,44,174,D2,Honeymoon,240
1549,38,92,D14,Normal,350
1550,84,177,D9,Normal,300
1551,23,82,F11,Normal,160
1552,45,181,A12,Normal,200
1553,52,131,A6,Honeymoon,300
1554,80,194,D8,Normal,160
1555,50,42,K9,Normal,160
1556,8,19,F15,Honeymoon,300
1557,85,17,A5,Normal,240
1558,1,161,E13,Normal,300
1559,8,76,A14,Normal,350
1560,29,177,H1,Normal,160
1561,96,184,D7,Normal,160
1562,5,63,H11,Normal,200
1563,86,131,B11,Normal,160
1564,47,107,D8,Normal,200
1565,34,49,H4,Honeymoon,160
1566,65,55,B14,Honeymoon,160
1567,55,154,B4,VIP,300
1568,90,99,D2,VIP,300
1569,43,200,K1,VIP,350
1570,74,52,B8,Honeymoon,240
1571,30,100,H12,Normal,350
1572,82,117,H1,Normal,160
1573,17,118,D8,Normal,350
1574,26,7,G6,Normal,300
1575,8,46,A5,Honeymoon,160
1576,47,46,B1,Normal,160
1577,76,100,B2,Normal,350
1578,91,144,G12,Normal,200
1579,72,152,B5,Normal,240
1580,89,189,H7,Normal,350
1581,46,54,H15,Normal,350
1582,68,62,H6,Normal,240
1583,33,129,A1,Normal,160
1584,1,49,D13,Normal,160
1585,19,25,G3,Normal,200
1586,31,10,A6,Honeymoon,350
1587,80,118,H3,Normal,240
1588,14,144,G13,Normal,350
1589,53,186,D5,VIP,300
1590,48,200,H13,Normal,350
1591,69,157,H5,Normal,350
1592,90,92,F13,Normal,300
1593,62,134,B5,Honeymoon,300
1594,92,144,A14,Normal,240
1595,66,148,J13,Normal,160
1596,64,80,C10,Honeymoon,200
1597,70,71,C4,Normal,300
1598,63,78,J4,Honeymoon,160
1599,73,43,C15,Normal,240
1600,33,154,F5,Normal,350
1601,41,90,E11,Honeymoon,240
1602,89,78,F3,Normal,240
1603,48,199,F3,Honeymoon,300
1604,13,161,C3,VIP,200
1605,73,26,C3,Normal,300
1606,77,121,C14,VIP,350
1607,31,45,B5,Normal,300
1608,75,63,H6,Honeymoon,350
1609,68,195,A7,Normal,300
1610,98,180,B9,Normal,200
1611,4,68,E10,Normal,160
1612,19,154,H7,Normal,200
1613,70,2,G14,Normal,300
1614,98,142,D9,VIP,240
1615,82,108,C8,Honeymoon,160
1616,13,30,E14,Normal,240
1617,23,49,F5,Normal,200
1618,83,140,C2,Honeymoon,160
1619,75,44,C15,Normal,300
1620,1,161,E1,Normal,240
1621,88,13,D8,Normal,300
1622,54,78,J8,Normal,350
1623,71,126,F1,Normal,160
1624,89,98,B12,Honeymoon,240
1625,85,26,E2,Normal,200
1626,15,149,B3,Normal,200
1627,65,156,J7,VIP,200
1628,76,48,H4,Normal,200
1629,71,168,G13,Normal,240
1630,15,66,F2,Normal,350
1631,21,87,H12,Normal,200
1632,19,79,G14,Normal,200
1633,60,23,D4,Normal,200
1634,93,81,H11,Normal,350
1635,89,48,K6,Normal,160
1636,33,124,G10,Normal,200
1637,49,130,J5,Honeymoon,200
1638,96,84,B10,Normal,200
1639,35,20,J8,Normal,160
1640,44,187,G10,VIP,200
1641,90,46,K11,Normal,160
1642,11,131,A5,Normal,160
1643,99,183,B4,Normal,300
1644,72,12,B3,Honeymoon,300
1645,78,40,J1,Normal,200
1646,74,66,C2,Normal,240
1647,66,100,K14,Normal,300
1648,46,78,A10,Normal,300
1649,9,16,C7,Honeymoon,240
1650,3,83,F11,Normal,350
1651,85,162,A13,Normal,200
1652,26,44,K10,VIP,350
1653,72,134,A9,Normal,350
1654,48,192,F13,Normal,160
1655,66,100,D1,Normal,160
1656,70,22,K1,Honeymoon,200
1657,28,18,H14,Honeymoon,240
1658,93,12,B4,VIP,160
1659,26,180,G4,Normal,300
1660,25,123,B11,Normal,200
1661,12,117,D1,Normal,350
1662,5,51,H13,Honeymoon,200
1663,98,71,D1,Normal,160
1664,48,48,A14,Normal,240
1665,37,19,F10,Honeymoon,350
1666,79,6,E3,Normal,240
1667,44,84,E12,Normal,200
1668,100,155,A3,Honeymoon,240
1669,15,53,B13,Normal,240
1670,43,107,J5,Normal,200
1671,48,101,F12,Normal,350
1672,87,48,K11,Normal,240
1673,70,135,F2,Normal,240
1674,46,187,F1,Normal,200
1675,43,69,H9,Normal,300
1676,21,11,J13,VIP,240
1677,23,143,E15,Normal,160
1678,80,192,D14,Normal,350
1679,47,131,D14,Normal,240
1680,15,122,D2,Honeymoon,200
1681,25,69,G5,Normal,160
1682,36,23,K6,Honeymoon,200
1683,75,181,F3,Honeymoon,240
1684,51,37,H8,VIP,160
1685,15,9,H4,Honeymoon,350
1686,68,15,H1,Normal,350
1687,21,131,F14,Honeymoon,350
1688,13,93,C3,VIP,300
1689,86,198,G7,VIP,200
1690,19,17,F4,Normal,240
1691,34,154,B1,Normal,160
1692,78,149,C14,Normal,200
1693,68,72,H15,Normal,240
1694,52,149,J14,Honeymoon,300
1695,27,121,H3,VIP,240
1696,29,11,K8,Normal,200
1697,28,166,A4,Honeymoon,240
1698,35,72,D11,Normal,160
1699,8,106,E4,Normal,300
1700,16,125,G5,Normal,160
1701,36,35,D11,Normal,300
1702,30,119,C2,Honeymoon,300
1703,18,14,H11,Normal,240
1704,2,14,A9,Normal,160
1705,49,10,G15,Normal,300
1706,77,140,F3,Normal,300
1707,4,38,F12,VIP,240
1708,90,108,B6,Normal,200
1709,89,119,D10,Normal,200
1710,94,34,F1,Honeymoon,350
1711,75,169,J10,Normal,350
1712,7,10,K6,Honeymoon,300
1713,95,122,J6,Normal,200
1714,74,145,J12,Normal,300
1715,39,145,F9,VIP,160
1716,13,195,H10,Honeymoon,200
1717,31,190,D3,Normal,200
1718,71,115,J3,Normal,200
1719,63,1,F3,VIP,350
1720,56,12,B15,Normal,240
1721,42,103,B14,Normal,240
1722,61,4,K1,Normal,350
1723,42,170,K5,Normal,350
1724,56,141,C11,Normal,350
1725,36,98,B11,Honeymoon,240
1726,84,106,D5,Normal,300
1727,68,85,A2,Honeymoon,350
1728,7,121,D10,Normal,300
1729,54,132,G14,Normal,300
1730,1,82,A14,Normal,160
1731,44,197,J14,Normal,240
1732,45,19,J8,Normal,300
1733,47,130,G14,Normal,240
1734,13,12,G5,Honeymoon,240
1735,22,81,F6,Normal,160
1736,21,74,E1,Normal,240
1737,86,98,A12,VIP,300
1738,92,6,A13,VIP,200
1739,9,136,K12,Normal,300
1740,26,125,F14,Normal,300
